"id","company","type_name","inches","screen_resolution","cpu","ram_gb","total_memory","gpu","operating_system","weight_kg","price","cpu_speed_GHz","ssd_memory","hdd_memory","flash_memory"
437,"HP","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"500GB HDD","Intel HD Graphics 400","Windows 10",2.1,18488.16,1.6,"","500GB HDD",""
438,"Google","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i7 7Y75 1.3GHz",16,"512GB SSD","Intel HD Graphics 615","Chrome OS",1.1,117162.72,1.3,"512GB SSD","",""
439,"Lenovo","Ultrabook",24.0,"2560x1440","Intel Core i7 7500U 2.7GHz",24,"512GB SSD","Intel HD Graphics 620","Windows 10",1.32,126912.96,2.7,"512GB SSD","",""
440,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Linux",2.0,29783.52,2.5,"256GB SSD","",""
441,"Lenovo","Notebook",17.3,"1600x900","AMD A6-Series 9220 2.5GHz",8,"1TB HDD","AMD Radeon R4","Windows 10",2.8,27652.32,2.5,"","1TB HDD",""
442,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"256GB SSD","AMD Radeon 530","Windows 10",2.2,39906.72,1.6,"256GB SSD","",""
443,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.36,76137.12,2.5,"256GB SSD","",""
444,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz",4,"128GB SSD","Intel HD Graphics 505","Windows 10",2.2,18594.72,1.1,"128GB SSD","",""
445,"HP","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.2,58554.72,2.8,"128GB SSD","1TB HDD",""
446,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.64,62817.12,2.8,"256GB SSD","",""
447,"Acer","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Linux",2.4,23539.104,2.5,"","500GB HDD",""
448,"Dell","Workstation",15.6,"Full HD 1920x1080","Intel Xeon E3-1505M V6 3GHz",8,"64GB Flash Storage +  1TB HDD","Nvidia Quadro M620","Windows 10",2.23,106187.04,3.0,"","1TB HDD","64GB Flash Storage"
449,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.2,54757.9872,2.5,"256GB SSD","",""
450,"Microsoft","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz",16,"512GB SSD","Intel Iris Plus Graphics 640","Windows 10 S",1.25,137941.92,2.5,"512GB SSD","",""
451,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"128GB SSD","Intel HD Graphics 620","Windows 10",1.91,31381.92,2.5,"128GB SSD","",""
452,"Dell","Workstation",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz",16,"256GB SSD","Nvidia Quadro M620","Windows 10",2.17,105228.0,2.7,"256GB SSD","",""
453,"HP","Workstation",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",2.31,81731.52,2.9,"512GB SSD","",""
454,"Lenovo","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.65,71661.6,2.5,"256GB SSD","",""
455,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10",2.36,52161.12,1.8,"128GB SSD","1TB HDD",""
456,"Dell","2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Pentium Quad Core N3710 1.6GHz",4,"500GB HDD","Intel HD Graphics 405","Windows 10",1.47,25521.12,1.6,"","500GB HDD",""
457,"Dell","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.7GHz",8,"1TB HDD","Nvidia GeForce GTX 1060","Windows 10",4.42,109010.88,2.7,"","1TB HDD",""
458,"Microsoft","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core M m3-7Y30 2.2GHz",4,"128GB SSD","Intel HD Graphics 615","Windows 10 S",1.252,52693.92,2.2,"128GB SSD","",""
459,"Microsoft","Ultrabook",33.5,"Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz",8,"256GB SSD","Intel Iris Plus Graphics 640","Windows 10 S",1.25,95850.72,2.5,"256GB SSD","",""
460,"HP","Notebook",17.3,"1600x900","Intel Core i3 6006U 2GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",2.5,34093.872,2.0,"256GB SSD","",""
461,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"1TB HDD","Nvidia GeForce 940MX","Windows 10",2.23,28984.32,2.0,"","1TB HDD",""
462,"Acer","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"128GB SSD","Intel HD Graphics 400","Windows 10",1.4,23176.8,1.6,"128GB SSD","",""
463,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.37,39906.72,2.5,"","1TB HDD",""
464,"Lenovo","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","AMD Radeon R7 M460","",1.5,42570.72,2.7,"512GB SSD","",""
465,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz",8,"256GB SSD","Nvidia Quadro M2200M","Windows 10",2.67,111355.2,2.9,"256GB SSD","",""
466,"Asus","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD","Intel HD Graphics 500","Windows 10",2.0,16197.12,1.1,"","500GB HDD",""
467,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Nvidia GeForce GTX 940MX","Windows 10",2.2,24988.32,2.0,"","500GB HDD",""
468,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"2TB HDD","AMD Radeon 530","Windows 10",2.02,40439.52,1.6,"","2TB HDD",""
469,"HP","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.78,90522.72,2.8,"","1TB HDD",""
470,"Lenovo","Ultrabook",14.0,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz",12,"256GB SSD","Intel HD Graphics 520","Windows 10",1.4,98994.24,2.6,"256GB SSD","",""
471,"HP","2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.29,106506.72,1.8,"512GB SSD","",""
472,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"500GB HDD","AMD FirePro W4190M ","Windows 10",1.9,61485.12,2.5,"","500GB HDD",""
473,"Google","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8,"128GB SSD","Intel HD Graphics 615","Chrome OS",1.1,67932.0,1.2,"128GB SSD","",""
474,"Dell","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.42,98133.768,1.6,"256GB SSD","",""
475,"Asus","Notebook",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",12,"128GB SSD +  1TB HDD","Intel HD Graphics 530","Windows 10",2.06,69210.72,2.6,"128GB SSD","1TB HDD",""
476,"Dell","Notebook",14.0,"1366x768","Intel Core i3 6100U 2.3GHz",8,"128GB SSD","Intel HD Graphics 520","Windows 10",1.79,39427.2,2.3,"128GB SSD","",""
477,"Dell","Workstation",0.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD","Nvidia Quadro M1200","Windows 10",1.78,128298.24,2.8,"256GB SSD","",""
478,"Lenovo","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"180GB SSD","Intel HD Graphics 620","Windows 10",1.7,72673.92,2.5,"180GB SSD","",""
480,"Toshiba","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.05,89084.16,2.5,"256GB SSD","",""
481,"Dell","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Nvidia GeForce 940MX","Windows 10",2.16,67239.36,1.8,"512GB SSD","",""
482,"Dell","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",2.18,31254.048,2.4,"","1TB HDD",""
483,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"128GB SSD","Intel UHD Graphics 620","Windows 10",1.49,38681.28,1.6,"128GB SSD","",""
484,"Chuwi","Notebook",15.6,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4,"64GB Flash Storage","Intel HD Graphics","Windows 10",1.89,13261.392,1.44,"","","64GB Flash Storage"
485,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.3,30103.2,2.0,"128GB SSD","",""
486,"Lenovo","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.75,55890.72,1.6,"256GB SSD","",""
487,"Dell","Workstation",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz",16,"512GB SSD","Nvidia Quadro M620","Windows 10",2.17,124568.64,2.7,"512GB SSD","",""
488,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.06,101178.72,2.8,"512GB SSD","",""
489,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.36,95797.44,2.7,"512GB SSD","",""
490,"Asus","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",0.91,103896.0,2.7,"512GB SSD","",""
491,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 940MX","Windows 10",2.3,53918.8272,2.5,"256GB SSD","",""
492,"Toshiba","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",32,"512GB SSD","Intel HD Graphics 620","Windows 10",1.05,149130.72,2.7,"512GB SSD","",""
493,"Asus","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",1.99,71928.0,2.8,"128GB SSD","1TB HDD",""
494,"Acer","Notebook",15.6,"1366x768","AMD A10-Series 9620P 2.5GHz",8,"1TB HDD","AMD Radeon RX 540","Windows 10",2.2,30849.12,2.5,"","1TB HDD",""
495,"Asus","Gaming",17.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz",24,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10",4.33,67612.32,2.6,"256GB SSD","1TB HDD",""
496,"Lenovo","Ultrabook",12.5,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz",8,"180GB SSD","Intel HD Graphics 520","Windows 10",1.3,58554.72,2.3,"180GB SSD","",""
497,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",2.17,47893.392,1.8,"256GB SSD","",""
498,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"1TB SSD","Intel HD Graphics 620","Windows 10",1.48,93186.72,2.8,"1TB SSD","",""
499,"Lenovo","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.4,50562.72,2.4,"256GB SSD","",""
500,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",2.3,48538.08,2.5,"256GB SSD","",""
501,"Asus","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"64GB Flash Storage","Intel HD Graphics 500","Windows 10 S",1.2,18115.2,1.1,"","","64GB Flash Storage"
502,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","AMD Radeon 520","Windows 10",1.91,32979.7872,2.5,"256GB SSD","",""
503,"Lenovo","2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.4,85194.72,1.6,"256GB SSD","",""
504,"Lenovo","Notebook",14.0,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD","Intel HD Graphics 500","Windows 10",2.1,15930.72,1.1,"","500GB HDD",""
505,"Lenovo","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"16GB SSD","Intel HD Graphics 400","Chrome OS",1.25,14119.2,1.6,"16GB SSD","",""
506,"Lenovo","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.44,50562.72,2.5,"256GB SSD","",""
507,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD +  1TB HDD","Intel HD Graphics 620","Windows 10",2.0,65214.72,2.7,"256GB SSD","1TB HDD",""
508,"Acer","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"1TB HDD","Nvidia GeForce MX150","Windows 10",2.2,32660.64,1.6,"","1TB HDD",""
509,"HP","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.34,70489.44,2.7,"512GB SSD","",""
510,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","",2.4,61218.72,2.8,"256GB SSD","1TB HDD",""
511,"Dell","Ultrabook",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD","Intel HD Graphics 620","Windows 10",1.29,47898.72,2.5,"128GB SSD","",""
512,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"500GB HDD","Nvidia GeForce 940MX","Windows 10",2.2,34045.92,2.7,"","500GB HDD",""
513,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.18,44542.08,2.5,"","1TB HDD",""
514,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10",2.2,64961.1072,1.8,"256GB SSD","2TB HDD",""
515,"Xiaomi","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD","Nvidia GeForce MX150","",1.95,74589.336,1.8,"256GB SSD","",""
516,"Asus","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",2,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.1,13053.6,1.1,"","","32GB Flash Storage"
517,"HP","Notebook",15.6,"Touchscreen 1366x768","Intel Core i5 8250U 1.6GHz",4,"1TB HDD","Intel UHD Graphics 620","Windows 10",2.04,27783.9216,1.6,"","1TB HDD",""
518,"Asus","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",24,"512GB SSD","Nvidia GeForce GTX1080","Windows 10",2.24,158135.04,2.8,"512GB SSD","",""
519,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",2.04,47365.92,2.5,"256GB SSD","",""
520,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX1050 Ti","Windows 10",3.0,80133.12,2.8,"256GB SSD","1TB HDD",""
521,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.2,74538.72,2.8,"256GB SSD","1TB HDD",""
522,"HP","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.32,74538.72,2.7,"256GB SSD","",""
523,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.64,68184.0144,2.6,"256GB SSD","",""
524,"HP","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.63,36709.92,2.0,"128GB SSD","",""
525,"Dell","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Linux",2.8,47365.92,1.6,"128GB SSD","1TB HDD",""
526,"Lenovo","Notebook",24.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",2.02,71395.2,2.3,"256GB SSD","",""
527,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"1TB HDD","Nvidia GeForce 920MX","Windows 10",2.2,42570.72,2.7,"","1TB HDD",""
528,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",8,"2TB HDD","Nvidia GeForce 920MX ","",2.2,24455.52,2.0,"","2TB HDD",""
529,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","AMD Radeon R5 M430","Windows 10",2.3,31168.8,2.5,"","500GB HDD",""
530,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.9,73366.56,2.8,"256GB SSD","",""
531,"Dell","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,160520.3856,2.8,"128GB SSD","1TB HDD",""
532,"Toshiba","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"500GB HDD","Intel HD Graphics 620","Windows 10",2.0,45820.8,2.5,"","500GB HDD",""
533,"Asus","Notebook",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.0,69210.72,2.7,"256GB SSD","1TB HDD",""
534,"Mediacom","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4,"32GB SSD","Intel HD Graphics 500","Windows 10",1.2,19660.32,1.1,"32GB SSD","",""
535,"Asus","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.3,87858.72,2.5,"128GB SSD","1TB HDD",""
536,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.93,72940.32,2.8,"256GB SSD","",""
537,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon 530","Windows 10",2.2,42486.0048,1.6,"256GB SSD","",""
538,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Pentium Quad Core N3710 1.6GHz",4,"256GB SSD","Intel HD Graphics 405","Windows 10",1.86,21258.1872,1.6,"256GB SSD","",""
539,"HP","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.62,95850.72,2.8,"","1TB HDD",""
540,"Lenovo","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Nvidia GeForce 940MX","Windows 10",1.87,45767.52,2.7,"256GB SSD","",""
541,"Dell","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.2,74538.72,1.8,"256GB SSD","",""
542,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.6,39207.1536,2.0,"128GB SSD","",""
543,"HP","Ultrabook",13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.34,61005.6,2.7,"256GB SSD","",""
544,"Acer","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Linux",2.4,42517.44,2.5,"","1TB HDD",""
545,"Asus","Notebook",15.6,"1366x768","AMD E-Series 7110 1.8GHz",4,"500GB HDD","AMD Radeon R2 Graphics","Windows 10",2.0,18594.72,1.8,"","500GB HDD",""
546,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",2.1,37589.04,2.4,"128GB SSD","",""
547,"Lenovo","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.87,41824.8,2.5,"","500GB HDD",""
548,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"1TB HDD","Intel HD Graphics 520","",2.15,24634.008,2.3,"","1TB HDD",""
549,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",1.86,21152.16,2.0,"","500GB HDD",""
550,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.99,92121.12,2.7,"512GB SSD","",""
551,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.2,26586.72,2.0,"128GB SSD","",""
552,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.9,59513.2272,2.5,"256GB SSD","",""
553,"Dell","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,143802.72,2.8,"256GB SSD","1TB HDD",""
554,"HP","Notebook",17.3,"1600x900","Intel Core i3 6006U 2GHz",8,"1TB HDD","Intel HD Graphics 520","Windows 10",2.65,28992.312,2.0,"","1TB HDD",""
555,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 930MX","Windows 10",2.63,68198.4,2.7,"","1TB HDD",""
556,"Asus","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD","Intel HD Graphics 500","Linux",2.0,11934.72,1.1,"","500GB HDD",""
557,"Mediacom","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4,"32GB Flash Storage","Intel HD Graphics","Windows 10",1.35,13586.4,1.44,"","","32GB Flash Storage"
558,"Lenovo","Notebook",17.3,"1600x900","Intel Core i7 7500U 2.7GHz",6,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10",2.8,50562.72,2.7,"128GB SSD","1TB HDD",""
559,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz",6,"128GB SSD","AMD Radeon 530","Windows 10",1.91,30310.992,2.5,"128GB SSD","",""
560,"Dell","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","AMD Radeon R5 M420","Windows 10",2.18,32921.712,2.0,"","1TB HDD",""
561,"Acer","2 in 1 Convertible",11.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Celeron Dual Core N3350 2.0GHz",4,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.25,18594.72,2.0,"","","32GB Flash Storage"
562,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",2.05,33566.4,2.7,"128GB SSD","",""
563,"HP","Ultrabook",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y75 1.2GHz",16,"512GB SSD","Intel HD Graphics 515","Windows 10",1.16,104695.2,1.2,"512GB SSD","",""
564,"Lenovo","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD","Nvidia Quadro M620M","Windows 10",3.4,159786.72,2.8,"256GB SSD","",""
565,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.5,44701.92,2.5,"128GB SSD","1TB HDD",""
566,"Dell","Ultrabook",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz",8,"128GB SSD","Intel UHD Graphics 620","Windows 10",1.21,85194.72,1.6,"128GB SSD","",""
567,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7300U 2.6GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",1.93,51095.52,2.6,"","500GB HDD",""
569,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD","Intel HD Graphics 505","Windows 10",2.2,18328.32,1.1,"","500GB HDD",""
570,"Lenovo","Notebook",14.0,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.02,52747.2,2.5,"","500GB HDD",""
